genres,keywords,revenue,title,vote_average,vote_count,cast,director
Drama Horror Mystery Thriller,wheelchair nightmare funeral injection crying,3606395,After.Life,5.4,251,Liam Neeson Justin Long Christina Ricci Josh Charles Chandler Canterbury,Agnieszka Wojtowicz-Vosloo
Comedy Drama Thriller,,0,Fugly,5.3,2,Jimmy Shergill Mohit Marwah Kiara Advani Vijendar Singh Arfi Lamba,Kabir Sadanand
Drama,individual rebel self-destruction wheelchair lunatic asylum,108981275,One Flew Over the Cuckoo's Nest,8.2,2919,Jack Nicholson Louise Fletcher Danny DeVito William Redfield Scatman Crothers,Milo\u0161 Forman
Comedy Horror,,0,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,35,Dove Cameron Katherine McNamara Ryan McCartan Laine MacNeil Briana Buckmaster,Peter DeLuise
Comedy,screenplay stuntman slapstick mime hollywood,0,Silent Movie,6.7,78,Mel Brooks Marty Feldman Dom DeLuise Sid Caesar Harold Gould,Mel Brooks
Thriller Action Drama History,evacuation war based on true story iraq war,32000000,Airlift,7.3,57,Akshay Kumar Nimrat Kaur Feryna Wazheir Lena Purab Kohli,Raja Menon
Drama Family,based on novel brother sister relationship canada village love,0,Anne of Green Gables,8.2,68,Megan Follows Colleen Dewhurst Richard Farnsworth Patricia Hamilton Marilyn Lightstone,Kevin Sullivan
Adventure Action,yakuza marine fighting,0,Falcon Rising,5.5,71,Michael Jai White Neal McDonough Lateef Crowder Laila Ali Hazuki Kato,Ernie Barbarash
Action Drama Crime,british based on tv series,6294161,The Sweeney,5.7,109,Ray Winstone Ben Drew Hayley Atwell Damian Lewis Alan Ford,Nick Love
Crime Drama Thriller,spain sex nudity psychopath murder,0,Sexy Beast,7,217,Ray Winstone Ben Kingsley Ian McShane Amanda Redman James Fox,Jonathan Glazer
Drama Thriller Crime,consignment,0,Easy Money,6.5,63,Joel Kinnaman Matias Varela Dragomir Mrsic Lisa Henni Mahmut Suvakci,Daniel Espinosa
Drama Family,ocean loss of mother tradition loss of brother becoming an adult,41400000,Whale Rider,7.1,111,Keisha Castle-Hughes Rawiri Paratene Vicky Haughton Cliff Curtis Grant Roa,Niki Caro
Drama Family Foreign,,0,Paa,6.6,19,Amitabh Bachchan Abhishek Bachchan Vidya Balan Paresh Rawal Arundathi Nag,
Thriller Mystery Science Fiction,space colony space travel simulated reality  spaceship suspense,0,Cargo,5.9,140,Martin Rapold Anna-Katharina Schwabroh Regula Grauwiller Yangzom Brauen Michael Finger,Ivan Engler
Comedy Drama Family Music TV Movie,becoming an adult musical music high school school performance,0,High School Musical,6.1,1000,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega
Drama Romance Foreign,obsession love obsessive love actor,0,Love and Death on Long Island,6.9,11,John Hurt Jason Priestley Sheila Hancock Maury Chaykin Fiona Loewi,Richard Kwietniowski
Fantasy Action Thriller,witch subway fight airplane owl,32000000,Night Watch,6.3,210,Konstantin Khabenskiy Vladimir Menshov Galina Tyunina Mariya Poroshina Zhanna Friske,Timur Bekmambetov
Romance Crime Drama Thriller,transvestism gay hostage love of one's life northern ireland,62548947,The Crying Game,6.9,176,Stephen Rea Jaye Davidson Miranda Richardson Forest Whitaker Adrian Dunbar,Neil Jordan
Comedy,male nudity female nudity sex florida virgin,125728258,Porky's,6.1,183,Dan Monahan Mark Herrier Wyatt Knight Cyril O'Reilly Kaki Hunter,Bob Clark
Horror Science Fiction,zombie,0,Survival of the Dead,4.6,116,Alan van Sprang Kenneth Welsh Kathleen Munroe Devon Bostick Richard Fitzpatrick,George A. Romero
Horror,brother sister relationship cemetery gun gas station loss of father,30000000,Night of the Living Dead,7.5,580,Duane Jones Judith O'Dea Karl Hardman Marilyn Eastman Keith Wayne,George A. Romero
Drama,upper class hotel room age difference commercial karaoke,119723856,Lost in Translation,7.3,1895,Bill Murray Scarlett Johansson Anna Faris Giovanni Ribisi Akiko Takeshita,Sofia Coppola
Comedy Drama Romance,narration neurosis comedian job interview love,38251425,Annie Hall,7.8,1010,Woody Allen Diane Keaton Tony Roberts Carol Kane Paul Simon,Woody Allen
Action Drama Romance,circus travelling circus,36000000,The Greatest Show on Earth,6.6,50,Betty Hutton Cornel Wilde Charlton Heston Dorothy Lamour Gloria Grahame,Cecil B. DeMille
Drama Romance,southern usa waitress parents kids relationship overweight child loss of child,44909486,Monster's Ball,6.5,250,Halle Berry Billy Bob Thornton Heath Ledger Sean Combs Coronji Calhoun,Marc Forster
Horror,post-apocalyptic dystopia zombie,187112,Maggie,5.2,593,Arnold Schwarzenegger Abigail Breslin Joely Richardson Douglas M. Griffin J.D. Evermore,Henry Hobson
Drama Romance,individual prostitute alcohol casino love at first sight,49800000,Leaving Las Vegas,7.1,360,Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis Steven Weber,Mike Figgis
Horror Comedy,witch marijuana succubus power company cannibalism,0,Hansel and Gretel Get Baked,4.8,67,Molly C. Quinn Michael Welch Lara Flynn Boyle Cary Elwes Lochlyn Munro,Duane Journey
Romance Drama Comedy,chicago journalist newspaper marriage proposal stress,0,The Front Page,6.9,68,Jack Lemmon Walter Matthau Susan Sarandon Vincent Gardenia David Wayne,Billy Wilder
Thriller,male nudity female nudity sex adultery infidelity,52425855,The Boy Next Door,4.1,1022,Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth,Rob Cohen
Drama,circus trapeze artist,14400000,Trapeze,6.4,22,Burt Lancaster Tony Curtis Gina Lollobrigida Katy Jurado Thomas Gomez,Carol Reed
Comedy Drama,lesbian relationship lesbian dinner motorcycle argument,34705850,The Kids Are All Right,6.5,506,Julianne Moore Annette Bening Mark Ruffalo Mia Wasikowska Josh Hutcherson,Lisa Cholodenko
Action Horror Science Fiction Thriller,dystopia social commentary alien invasion sunglasses brawl,13008928,They Live,7.1,550,Roddy Piper Keith David Meg Foster George Buck Flower Peter Jason,John Carpenter
Adventure Drama History Thriller War,based on novel optimism switzerland baseball famous score,11744471,The Great Escape,7.8,717,Steve McQueen James Garner Richard Attenborough James Donald Charles Bronson,John Sturges
Documentary,alternate dimension new age parallel world pseudoscience theology,10000000,What the #$*! Do We (K)now!?,5.8,34,Marlee Matlin Elaine Hendrix Robert Blanche John Ross Bowie Robert Bailey Jr.,William Arntz
Horror Thriller,found footage,15179302,The Last Exorcism Part II,4.4,203,Ashley Bell Julia Garner Andrew Sensenig Spencer Treat Clark Judd Lormand,Ed Gass-Donnelly
Drama,daily life family's daily life urban life growing up domestic abuse,44349000,Boyhood,7.5,1971,Ellar Coltrane Patricia Arquette Ethan Hawke Elijah Smith Lorelei Linklater,Richard Linklater
Comedy Mystery,upper class prostitute journalist drowning newspaper,31584901,Scoop,6.4,420,Scarlett Johansson Hugh Jackman Woody Allen Ian McShane Kevin McNally,Woody Allen
Action Comedy,sex fight music illegal drug black american stereotype,10229331,The Wash,5.3,26,Dr. Dre Snoop Dogg DJ Pooh Angell Conwell Bruce Bruce,DJ Pooh
Action Comedy Romance,sport,9000000,3 Strikes,5.9,15,Brian Hooks N'Bushe Wright Faizon Love E-40 Starletta DuPois,DJ Pooh
Drama Romance,casino jinx bad luck,0,The Cooler,6.7,89,William H. Macy Alec Baldwin Maria Bello Shawn Hatosy Paul Sorvino,Wayne Kramer
Drama Action Romance,decision reno mustang falling in love divorce,8200000,The Misfits,6.8,72,Clark Gable Marilyn Monroe Montgomery Clift Thelma Ritter Eli Wallach,John Huston
Drama Thriller,radio station radio presenter radio transmission independent film,0,The Night Listener,5.5,57,Toni Collette Robin Williams Joe Morton Bobby Cannavale Rory Culkin,Patrick Stettner
Comedy Crime,new york telephone joke gangster,0,The Jerky Boys,4.8,10,John G. Brennan Kamal Ahmed Alan Arkin William Hickey Vincent Pastore,James Melkonian
Horror Drama Thriller,schizophrenia suppressed past wife,44000000,The Orphanage,7.1,633,Bel\u00e9n Rueda Fernando Cayo Roger Pr\u00edncep Mabel Rivera Montserrat Carulla,Juan Antonio Bayona
Comedy Horror,haunted house,0,A Haunted House 2,5.4,346,Marlon Wayans Jaime Pressly Essence Atkins Gabriel Iglesias Missi Pyle,Michael Tiddes
Comedy Drama Romance,love triangle independent film multiple storylines,0,The Rules of Attraction,6.3,168,James Van Der Beek Shannyn Sossamon Ian Somerhalder Jessica Biel Kate Bosworth,Roger Avary
Action Drama Mystery Thriller,new york cia cuba cold war suspense,6000000,Topaz,6.1,77,Frederick Stafford Dany Robin Claude Jade Michel Subor Karin Dor,Alfred Hitchcock
Comedy Crime,loss of father condom vulgar parole board alcohol abuse,4630045,Let's Go to Prison,5.5,69,Dax Shepard Will Arnett Chi McBride David Koechner Dylan Baker,Bob Odenkirk
Crime Comedy,hotel new year's eve witch bet hotel room,4300000,Four Rooms,6.5,530,Tim Roth Antonio Banderas Jennifer Beals Madonna Marisa Tomei,Allison Anders
Comedy Drama Romance,suicide clerk fetish sadomasochism lawyer,9304609,Secretary,6.7,376,James Spader Maggie Gyllenhaal Jeremy Davies Lesley Ann Warren Stephen McHattie,Steven Shainberg
Documentary,independent film,0,The Real Cancun,3.3,8,Laura Ramsey,Rick de Oliveira
Drama,anonymity radio presenter success dangerous radio transmission,3468572,Talk Radio,6.7,46,Eric Bogosian Ellen Greene Leslie Hope John C. McGinley Alec Baldwin,Oliver Stone
Music Comedy,missouri independent film mechanic in the closet mockumentary,0,Waiting for Guffman,7.3,63,Christopher Guest Eugene Levy Fred Willard Catherine O'Hara Michael Hitchcock,Christopher Guest
Comedy Romance,behind the scenes spa planetarium art imitates life,0,Love Stinks,5.4,11,French Stewart Bridgette Wilson Bill Bellamy Tyra Banks Tiffani Thiessen,Jeff Franklin
Comedy Crime Thriller Romance,new york san francisco alcoholism serial killer alcoholic,2426851,You Kill Me,6.2,80,Ben Kingsley T\u00e9a Leoni Luke Wilson Bill Pullman Dennis Farina,John Dahl
Comedy Drama,becoming an adult thumb first time hypnosis thumb sucking,1919197,Thumbsucker,6.1,67,Lou Taylor Pucci Tilda Swinton Vincent D'Onofrio Keanu Reeves Benjamin Bratt,Mike Mills
Horror Action Thriller,christianity homophobia pastor protest christian,1104682,Red State,5.9,316,Michael Parks John Goodman Melissa Leo Michael Angarano Kyle Gallner,Kevin Smith
Fantasy,fictional place dream fantasy,866999,Mirrormask,6.6,102,Stephanie Leonidas Jason Barry Rob Brydon Gina McKee Dora Bryan,Dave McKean
Drama Documentary,eating around the world fast motion scene balance skyline,0,Samsara,8,167,Marcos Luna Putu Dinda Pratika Puti Sri Candra Dewi Ni Made Megahadi Pratiwi,Ron Fricke
Fantasy Adventure,dragon barbarian,0,The Barbarians,5.1,8,Peter Paul David Paul Richard Lynch Eva LaRue Virginia Bryant,Ruggero Deodato
Drama Romance,philosophy mentor artist painting friendship,1406224,The Art of Getting By,6.5,415,Freddie Highmore Emma Roberts Michael Angarano Elizabeth Reaser Alicia Silverstone,Gavin Wiesen
Thriller Drama,woman director,0,Zipper,5.5,58,Patrick Wilson Lena Headey Richard Dreyfuss Ray Winstone John Cho,Mora Stephens
Comedy Drama Thriller,hustler independent film pool,0,Poolhall Junkies,6.5,25,Ricky Schroder Chazz Palminteri Rod Steiger Michael Rosenbaum Mars Callahan,Mars Callahan
Drama,,0,The Loss of Sexual Innocence,5.2,9,Julian Sands Saffron Burrows Justin Chadwick Stefano Dionisi Kelly Macdonald,Mike Figgis
Drama Fantasy,limousine multiple identities wig penis talking car,641100,Holy Motors,6.9,228,Eva Mendes Kylie Minogue Michel Piccoli Edith Scob Denis Lavant,Leos Carax
Drama,child abuse prostitute bar brothel snake,2365467,Joe,6.5,338,Nicolas Cage Tye Sheridan Ronnie Gene Blevins Sue Rock Heather Kafka,David Gordon Green
Crime Comedy Romance,london england nightclub chase fraud liar,302204,Shooting Fish,7,23,Dan Futterman Stuart Townsend Kate Beckinsale Rowena Cooper Scott Charles,Stefan Schwartz
Crime Drama Horror Thriller,prison prisoner revenge haunting electric chair,354704,Prison,6.7,27,Viggo Mortensen Chelsea Field Lane Smith Lincoln Kilpatrick Tom Everett,Renny Harlin
Comedy,gay dancing detective confession beach,0,Psycho Beach Party,6,26,Lauren Ambrose Nicholas Brendon Amy Adams Charles Busch Thomas Gibson,Robert Lee King
Comedy Foreign,hairdresser hairstylist,0,The Big Tease,5.8,6,Craig Ferguson David Rasche Mary McCormack Donal Logue Nina Siemaszko,Kevin Allen
Drama,germany mexican,0,"Guten Tag, Ramón",8.1,18,Adriana Barraza R\u00fcdiger Evers Hector Kotsifakis Franziska Kruse Arcelia Ram\u00edrez,Jorge Ram\u00edrez Su\u00e1rez
Crime Drama Thriller,rape obsession lie job independent film,120000,Trust,6.6,307,Clive Owen Catherine Keener Liana Liberato Jason Clarke Viola Davis,David Schwimmer
Comedy Crime,toupee scalper,0,An Everlasting Piece,6,1,Barry McEvoy Br\u00edan F. O'Byrne Anna Friel Pauline McLynn Ruth McCabe,Barry Levinson
Comedy Romance,yorkshire love friends,0,Among Giants,4.5,2,Pete Postlethwaite Rachel Griffiths Andy Serkis Lennie James James Thornton,Sam Miller
Drama,lovers woman director,318982,Adore,6.1,291,Naomi Watts Robin Wright Xavier Samuel James Frecheville Ben Mendelsohn,Anne Fontaine
Drama Romance,,0,The Velocity of Gary,4.2,5,Vincent D'Onofrio Salma Hayek Thomas Jane Olivia d'Abo,Dan Ireland
Drama,spain bar ship drama friends,146402,Mondays in the Sun,7.1,36,Javier Bardem Luis Tosar Nieve de Medina Enrique Vill\u00e9n Celso Bugallo,Fernando Le\u00f3n de Aranoa
Drama Horror Action Thriller Science Fiction,male nudity canada vampire,33245,Stake Land,6.2,285,Danielle Harris Kelly McGillis Nick Damici Connor Paolo Gregory Jones,Jim Mickle
Drama,independent film,0,The Last Time I Committed Suicide,6.7,7,Thomas Jane Keanu Reeves Claire Forlani Gretchen Mol Adrien Brody,Stephen T. Kay
Drama,germany gay portugal drowning nudity,0,Futuro Beach,6.4,31,Wagner Moura Clemens Schick Jesu\u00edta Barbosa Sabine Timoteo Sophie Charlotte Conrad,Karim A\u00efnouz
Comedy Drama,,355688,Another Happy Day,6.2,37,Ellen Barkin Ezra Miller Kate Bosworth Demi Moore George Kennedy,Sam Levinson
Adventure Action Thriller Crime,terror scotland kidnapping nudity wilderness,25345000,A Lonely Place to Die,6.2,157,Melissa George Ed Speleers Eamonn Walker Alec Newman Karel Roden,Julian Gilbey
Comedy Fantasy Science Fiction,loser bullying leere independent film best friend,0,Nothing,5.8,38,David Hewlett Andrew Miller Gordon Pinsent Marie-Jos\u00e9e Croze,Vincenzo Natali
Drama,alcohol adultery river camping province,4037782,The Geographer Drank His Globe Away,7.3,23,Konstantin Khabenskiy Elena Lyadova Aleksandr Robak Evgeniya Khirivskaya Agrippina Steklova,Aleksandr Veledinskiy
Drama Comedy History Music,usa congress musical,0,1776,7.1,20,William Daniels Howard Da Silva Ken Howard Blythe Danner Donald Madden,Peter H. Hunt
Thriller Romance,woman director,0,Inescapable,5.2,13,Alexander Siddig Joshua Jackson Marisa Tomei Oded Fehr Saad Siddiqui,Ruba Nadda
Action Drama History,world war i zeppelin royal air force royal flying corps dogfight,8000000,Hell's Angels,6.1,19,Ben Lyon James Hall Jean Harlow John Darrow Lucien Prival,James Whale
Comedy Drama Romance,independent film,0,Purple Violets,5.7,9,Selma Blair Patrick Wilson Edward Burns Debra Messing Dennis Farina,Edward Burns
Horror,cult,0,The Veil,4.5,118,Jessica Alba Thomas Jane Lily Rabe Shannon Woodward Aleksa Palladino,Phil Joanou
Horror,killing high school female killer revenge prom,0,The Loved Ones,6.6,207,Xavier Samuel Jessica McNamee Robin McLeavy Victoria Thaine John Brumpton,Sean Byrne
Horror,,0,The Helpers,4.1,8,Kristen Quintrall Denyce Lawton JoJo Wright Rachel Sterling Black Thomas,Chris Stokes
Comedy Romance TV Movie,,0,How to Fall in Love,5.2,20,Brooke D'Orsay Eric Mabius Jody Thompson Gina Holden Panou,Mark Griffiths
Romance Adventure Drama,biography christian romance,0,The Perfect Wave,4.4,21,Scott Eastwood Cheryl Ladd Patrick Lyster Rachel Hendrix  Scott Mortensen,Bruce MacDonald
Drama History,england pope beheading death penalty thomas more,28350000,A Man for All Seasons,7.5,89,Paul Scofield Wendy Hiller Leo McKern Robert Shaw Orson Welles,Fred Zinnemann
Drama,corruption sex adultery television profit,23689877,Network,7.7,381,Faye Dunaway William Holden Peter Finch Robert Duvall Wesley Addy,Sidney Lumet
Drama Romance War,life and death civil war southern usa loss of child marriage proposal,400176459,Gone with the Wind,7.7,970,Vivien Leigh Clark Gable Olivia de Havilland Thomas Mitchell Leslie Howard,Victor Fleming
Drama,dance ban from profession biography iran oppression,0,Desert Dancer,6.5,18,Freida Pinto Reece Ritchie Tom Cullen Nazanin Boniadi Marama Corlett,Richard Raymond
War Western,mexico prisoners of war apache raid confederate,14873,Major Dundee,6.2,38,Charlton Heston Richard Harris Jim Hutton James Coburn Michael Anderson Jr.,Sam Peckinpah
Action Comedy Music Romance Western,musical annie oakley sharpshooter,8000000,Annie Get Your Gun,7.3,22,Betty Hutton Howard Keel Louis Calhern J. Carrol Naish Edward Arnold,George Sidney
Comedy Crime Drama,terrorism british farce,4270000,Four Lions,7,423,Riz Ahmed Nigel Lindsay Kayvan Novak Adeel Akhtar Arsher Ali,Chris Morris
Drama,brazil desert 1910s,0,The House of Sand,6.7,9,Fernanda Montenegro Ruy Guerra Fernanda Torres Seu Jorge St\u00eanio Garcia,Andrucha Waddington
Drama Action Comedy Crime,crime fighter delusion superhero,44462,Defendor,6.5,195,Woody Harrelson Kat Dennings Elias Koteas Sandra Oh Clark Johnson,Peter Stebbings
Music Romance,musical pirate,2956000,The Pirate,6.6,17,Judy Garland Gene Kelly Walter Slezak Gladys Cooper Reginald Owen,Vincente Minnelli
Drama Comedy Romance,san francisco homeless person bar suicide attempt heart attack,0,The Good Heart,6,21,Brian Cox Paul Dano Stephanie Szostak Isild Le Besco Bill Buell,Dagur K\u00e1ri
Comedy Drama,gay becoming an adult education exam scholarship,13401952,The History Boys,6.6,66,Samuel Anderson Dominic Cooper James Corden Samuel Barnett Russell Tovey,Nicholas Hytner
Drama,shower,44785053,Midnight Cowboy,7.4,299,Dustin Hoffman Jon Voight Sylvia Miles John McGiver Brenda Vaccaro,John Schlesinger
Comedy,suicide attempt striptease steel worker repossession male stripper,257850122,The Full Monty,6.8,363,Robert Carlyle Mark Addy William Snape Steve Huison Tom Wilkinson,Peter Cattaneo
